Conversion Block Name                                                           	Avg Time(ms)	Avg User(ms)	Avg Sys(ms)	Total Ctx Sw
RGB24 to YUV420P - FR - SSE2 - fast resampling                                  	  3.238897	  0.000000	  0.000000	         0
RGB24 to YUV420P - bt.601 - SSE2 - fast resampling                              	  3.251035	  0.000000	  0.000000	         0
RGB24 to YUV420P - bt.709 - SSE2 - fast resampling                              	  3.269982	  0.000000	  0.000000	         0
RGB24 to YUV420P - FR - NON-SSE - fast resampling                               	 11.722082	  0.000000	  0.000000	         0
RGB24 to YUV420P - bt.601 - NON-SSE - fast resampling                           	 11.304472	  0.000000	  0.000000	         0
RGB24 to YUV420P - bt.709 - NON-SSE - fast resampling                           	 11.246013	  0.000000	  0.000000	         0

RGB24 to v210 - FR - SSE2/SSSE3/SSE41 - fast resampling                         	  2.813669	  0.000000	  0.000000	         0
RGB24 to v210 - bt.601 - SSE2/SSSE3/SSE41 - fast resampling                     	  2.839079	  0.000000	  0.000000	         0
RGB24 to v210 - bt.709 - SSE2/SSSE3/SSE41 - fast resampling                     	  2.832609	  0.000000	  0.000000	         0
RGB24 to v210 - FR - SSE2/SSSE3/SSE41 - avg resampling                          	  3.363476	  0.000000	  0.000000	         0
RGB24 to v210 - bt.601 - SSE2/SSSE3/SSE41 - avg resampling                      	  3.455340	  0.000000	  0.000000	         0
RGB24 to v210 - bt.709 - SSE2/SSSE3/SSE41 - avg resampling                      	  3.454137	  0.000000	  0.000000	         0
RGB24 to v210 - FR - SSE2/SSSE3 - fast resampling                               	  2.945015	  0.000000	  0.000000	         0
RGB24 to v210 - bt.601 - SSE2/SSSE3 - fast resampling                           	  3.005236	  0.000000	  0.000000	         0
RGB24 to v210 - bt.709 - SSE2/SSSE3 - fast resampling                           	  2.994411	  0.000000	  0.000000	         0
RGB24 to v210 - FR - SSE2/SSSE3 - avg resampling                                	  3.504027	  0.000000	  0.000000	         0
RGB24 to v210 - bt.601 - SSE2/SSSE3 - avg resampling                            	  3.558214	  0.000000	  0.000000	         0
RGB24 to v210 - bt.709 - SSE2/SSSE3 - avg resampling                            	  3.557538	  0.000000	  0.000000	         0
RGB24 to v210 - FR - NON-SSE - fast resampling                                  	 11.409267	  0.000000	  0.000000	         0
RGB24 to v210 - bt.601 - NON-SSE - fast resampling                              	 11.838177	  0.000000	  0.000000	         0
RGB24 to v210 - bt.709 - NON-SSE - fast resampling                              	 11.845096	  0.000000	  0.000000	         0
RGB24 to v210 - FR - NON-SSE - avg resampling                                   	 14.468891	  0.000000	  0.000000	         0
RGB24 to v210 - bt.601 - NON-SSE - avg resampling                               	 14.474041	  0.000000	  0.000000	         0
RGB24 to v210 - bt.709 - NON-SSE - avg resampling                               	 14.490216	  0.000000	  0.000000	         0

BGR24 to YUYV - FR - SSE2/SSSE3 - fast resampling                               	  1.572831	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.601 - SSE2/SSSE3 - fast resampling                           	  1.722005	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.709 - SSE2/SSSE3 - fast resampling                           	  1.715587	  0.000000	  0.000000	         0
BGR24 to YUYV - FR - SSE2/SSSE3 - avg resampling                                	  2.123900	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.601 - SSE2/SSSE3 - avg resampling                            	  2.287015	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.709 - SSE2/SSSE3 - avg resampling                            	  2.284356	  0.000000	  0.000000	         0
BGR24 to YUYV - FR - SSE2 - fast resampling                                     	  3.643235	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.601 - SSE2 - fast resampling                                 	  3.713371	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.709 - SSE2 - fast resampling                                 	  3.667902	  0.000000	  0.000000	         0
BGR24 to YUYV - FR - SSE2 - avg resampling                                      	  4.185849	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.601 - SSE2 - avg resampling                                  	  4.233307	  0.000000	  0.000000	         0
BGR24 to YUYV - bt.709 - SSE2 - avg resampling                                  	  4.240508	  0.000000	  0.000000	         0
