Conversion Block Name                                                           	Avg Time(ms)	Avg User(ms)	Avg Sys(ms)	Total Ctx Sw
BGRA to YUV420P - FR - SSE2 - fast resampling                                   	  1.653946	  1.640100	  0.040000	         1
BGRA to YUV420P - bt.601 - SSE2 - fast resampling                               	  1.680239	  1.720110	  0.000000	         1
BGRA to YUV420P - bt.709 - SSE2 - fast resampling                               	  1.683466	  1.680110	  0.000000	         1
BGRA to YUV420P - FR - NON-SSE - fast resampling                                	 11.066572	 11.000680	  0.000000	         3
BGRA to YUV420P - bt.601 - NON-SSE - fast resampling                            	 11.084024	 11.040690	  0.000000	         3
BGRA to YUV420P - bt.709 - NON-SSE - fast resampling                            	 11.210826	 11.160700	  0.000000	         4

BGRA to v210 - FR - SSE2/SSSE3/SSE41 - fast resampling                          	  2.840185	  2.880180	  0.040000	         1
BGRA to v210 - bt.601 - SSE2/SSSE3/SSE41 - fast resampling                      	  2.876208	  2.840180	  0.080000	         2
BGRA to v210 - bt.709 - SSE2/SSSE3/SSE41 - fast resampling                      	  2.881087	  2.880180	  0.000000	         2
BGRA to v210 - FR - SSE2/SSSE3/SSE41 - avg resampling                           	  3.441568	  3.440210	  0.000000	         2
BGRA to v210 - bt.601 - SSE2/SSSE3/SSE41 - avg resampling                       	  3.474846	  3.400210	  0.040000	         1
BGRA to v210 - bt.709 - SSE2/SSSE3/SSE41 - avg resampling                       	  3.477329	  3.440210	  0.000000	         1
BGRA to v210 - FR - SSE2/SSSE3 - fast resampling                                	  2.928563	  2.880180	  0.040000	         1
BGRA to v210 - bt.601 - SSE2/SSSE3 - fast resampling                            	  2.979614	  3.000180	  0.000000	         2
BGRA to v210 - bt.709 - SSE2/SSSE3 - fast resampling                            	  2.985383	  2.960190	  0.000000	         1
BGRA to v210 - FR - SSE2/SSSE3 - avg resampling                                 	  3.584028	  3.480210	  0.000000	         1
BGRA to v210 - bt.601 - SSE2/SSSE3 - avg resampling                             	  3.707524	  3.720240	  0.000000	         0
BGRA to v210 - bt.709 - SSE2/SSSE3 - avg resampling                             	  3.692948	  3.720230	  0.000000	         1
BGRA to v210 - FR - NON-SSE - fast resampling                                   	 11.753284	 11.720740	  0.000000	         3
BGRA to v210 - bt.601 - NON-SSE - fast resampling                               	 11.753330	 11.680720	  0.000000	         3
BGRA to v210 - bt.709 - NON-SSE - fast resampling                               	 11.752657	 11.720730	  0.000000	         3
BGRA to v210 - FR - NON-SSE - avg resampling                                    	 15.981193	 15.961000	  0.000000	         5
BGRA to v210 - bt.601 - NON-SSE - avg resampling                                	 16.124260	 16.081010	  0.000000	         0
BGRA to v210 - bt.709 - NON-SSE - avg resampling                                	 16.214114	 16.201020	  0.000000	         4

RGB24 to YUYV - FR - SSE2/SSSE3 - fast resampling                               	  1.654825	  1.680100	  0.000000	         0
RGB24 to YUYV - bt.601 - SSE2/SSSE3 - fast resampling                           	  1.692568	  1.720110	  0.000000	         1
RGB24 to YUYV - bt.709 - SSE2/SSSE3 - fast resampling                           	  1.707840	  1.680100	  0.040000	         1
RGB24 to YUYV - FR - SSE2/SSSE3 - avg resampling                                	  2.210502	  2.160130	  0.040000	         0
RGB24 to YUYV - bt.601 - SSE2/SSSE3 - avg resampling                            	  2.252080	  2.280150	  0.000000	         0
RGB24 to YUYV - bt.709 - SSE2/SSSE3 - avg resampling                            	  2.256945	  2.280140	  0.000000	         0
RGB24 to YUYV - FR - SSE2 - fast resampling                                     	  3.956030	  3.960250	  0.000000	         0
RGB24 to YUYV - bt.601 - SSE2 - fast resampling                                 	  4.021888	  4.000250	  0.000000	         3
RGB24 to YUYV - bt.709 - SSE2 - fast resampling                                 	  4.037753	  4.040250	  0.000000	         2
RGB24 to YUYV - FR - SSE2 - avg resampling                                      	  4.579124	  4.560280	  0.040000	         1
RGB24 to YUYV - bt.601 - SSE2 - avg resampling                                  	  4.647904	  4.680290	  0.000000	         1
RGB24 to YUYV - bt.709 - SSE2 - avg resampling                                  	  4.640451	  4.640290	  0.000000	         2
RGB24 to YUYV - FR - NON-SSE - fast resampling                                  	 11.664344	 11.600720	  0.000000	         4
RGB24 to YUYV - bt.601 - NON-SSE - fast resampling                              	 11.628595	 11.560730	  0.040000	         4
RGB24 to YUYV - bt.709 - NON-SSE - fast resampling                              	 11.636694	 11.560730	  0.040000	         3
RGB24 to YUYV - FR - NON-SSE - avg resampling                                   	 13.222550	 13.200820	  0.000000	         3
RGB24 to YUYV - bt.601 - NON-SSE - avg resampling                               	 13.276430	 13.240820	  0.000000	         4
RGB24 to YUYV - bt.709 - NON-SSE - avg resampling                               	 13.278307	 13.200820	  0.040000	         3

RGB24 to UYVY - FR - SSE2/SSSE3 - fast resampling                               	  1.611791	  1.560090	  0.040000	         1
RGB24 to UYVY - bt.601 - SSE2/SSSE3 - fast resampling                           	  1.643040	  1.480100	  0.080010	         1
RGB24 to UYVY - bt.709 - SSE2/SSSE3 - fast resampling                           	  1.653668	  1.680100	  0.000000	         2
RGB24 to UYVY - FR - SSE2/SSSE3 - avg resampling                                	  2.217350	  2.240140	  0.000000	         2
RGB24 to UYVY - bt.601 - SSE2/SSSE3 - avg resampling                            	  2.246630	  2.240140	  0.040000	         1
RGB24 to UYVY - bt.709 - SSE2/SSSE3 - avg resampling                            	  2.259718	  2.240140	  0.040000	         2
RGB24 to UYVY - FR - SSE2 - fast resampling                                     	  4.003373	  3.960240	  0.080010	         2
RGB24 to UYVY - bt.601 - SSE2 - fast resampling                                 	  4.049976	  4.040250	  0.000000	         0
RGB24 to UYVY - bt.709 - SSE2 - fast resampling                                 	  4.054183	  4.040260	  0.000000	         1
RGB24 to UYVY - FR - SSE2 - avg resampling                                      	  4.634228	  4.640290	  0.000000	         2
RGB24 to UYVY - bt.601 - SSE2 - avg resampling                                  	  4.736043	  4.640290	  0.040000	         2
RGB24 to UYVY - bt.709 - SSE2 - avg resampling                                  	  4.720333	  4.720300	  0.000000	         2
RGB24 to UYVY - FR - NON-SSE - fast resampling                                  	 12.245098	 12.240770	  0.000000	         3
RGB24 to UYVY - bt.601 - NON-SSE - fast resampling                              	 12.218868	 12.200770	  0.000000	         3
RGB24 to UYVY - bt.709 - NON-SSE - fast resampling                              	 12.258476	 12.200770	  0.000000	         5
RGB24 to UYVY - FR - NON-SSE - avg resampling                                   	 13.714706	 13.640860	  0.000000	         2
RGB24 to UYVY - bt.601 - NON-SSE - avg resampling                               	 13.699060	 13.600840	  0.040000	         3
RGB24 to UYVY - bt.709 - NON-SSE - avg resampling                               	 13.756226	 13.720850	  0.000000	         3

